brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
Tesla,2020,3,Brazil,Model 3,Electric,ELECTRIC,105020,13188,32.0,1.23,3.14,10.41,9,1854
Mercedes-Benz,2021,9,China,GLC,SUV,Hybrid,111804,520833,59.0,1.11,6.4,3.39,1,359
Toyota,2021,1,Brazil,C-HR,SUV,Electric,53891,163630,67.0,1.21,3.65,10.22,10,1791
Frod,2018,10,Australia,Bronco,SUV,Hybrid,86553,298017,83.0,1.59,3.44,4.05,1,1911
Porsche,2021,11,USA,Cayenne Coupe,SUV,Petrol,189644,107694,19.0,1.06,2.83,4.24,7,127
Ford,2022,11,Germany,Explorer,SUV,Electric,29236,636704,56.0,1.84,1.95,3.03,3,2616
Mercedes-Benz,2017,9,Australia,C-Class,,Electric,81303,359251,38.0,1.66,2.68,4.1,4,924
Volkswagen,2015,1,Germany,ID.3,Electric,Electric,65865,114694,42.0,1.84,1.99,3.14,9,1773
BMW,2020,10,India,X1,Electric,Diesel,53300,277467,298.0,1.0050762348510838,6.929931077390148,6.60377997343666,7,782
BMW,2017,11,India,X3,Electric,Electric,99384,196025,162.0,1.0392839032803165,6.806313498778213,6.673391095952476,10,515
Mercedes-Benz,2024,9,China,EQE,Electric,Diesel,100561,263062,61.0,1.04,6.09,3.35,1,1067
Ford,2015,3,Italy,F-150,SUV,Electric,71537,397580,82.0,1.77,1.28,3.38,7,2800
Mercedes-Benz,2016,11,France,A-Class,Sedan,,115356,341663,60.0,1.79,1.79,3.2,10,
AUDI,2021,5,Canada,Q8,SUV,Electric,,422224,42.0,1.3,2.25,4.08,8,366
Toyota,2024,8,France,Corolla,Sedan,Electric,54589,47723,37.0,1.79,1.41,3.42,4,TBD
BMW,2015,6,China,X1,Sedan,Petrol,113518,206164,373.0,1.181579758755924,5.690107649783728,3.67555706977303,10,1156
Toyota,2022,9,Italy,Land Cruiser,SUV,Electric,37995,239925,30.0,1.93,0.68,3.24,6,477
Volkswagen,2021,7,Italy,Taos,SUV,Electric,61421,406572,53.0,1.8,0.63,3.71,4,
Volkswagen,2024,10,UK,Arteon,Sedan,Hybrd,20085,85463,37.0,1.94,1.27,5.12,1,559
Tesla,2022,7,Japan,Cybertruck,Electric,Electric,60172,37503,39.0,1.52,0.7,0.1,3,1081
Tesla,2015,12,USA,Model X,Electric,Electric,128532,29206,23.0,0.88,2.69,4.64,2,2474
Mercedes-Benz,2017,9,China,GLE,SUV,Electric,65418,73900,25.0,1.09,6.4,3.51,10,1048
Toyota,2022,9,,C-HR,suv,Petrol,67535,210333,93.0,,1.6,3.23,1,2035
Toyota,2017,7,UK,Highlander,SUV,Hybrid,50103,93750,44.0,1.92,1.05,5.12,1,2982
Ford,2018,9,USA,Escape,SUV,Petrol,76637,318435,54.0,0.87,2.27,4.43,9,3241
Porsche,2017,3,Brazil,911,Sedan,Hybrid,142904,119414,6.0,1.12,3.27,10.61,2,396
Toyota,2016,2,Italy,Camry,Sedan,Electric,44818,295217,89.0,1.85,1.1,3.36,3,2568
BMW,2018,6,Australia,3 Series,SUV,Hybrid,74779,321733,347.0,1.645411352323078,3.3565372237479267,4.370701916954156,6,726
Volkswagen,2016,4,USA,Passat,Sedan,Petrol,34931,325577,27.0,1.01,2.64,4.44,10,2037
Ford,2017,1,China,Expedition,SUV,Petrol,78864,422550,111.0,1.1,6.19,3.29,7,3432
Ford,2015,10,Brazil,F-150 Lightning,Electric,Hybrid,88858,58852,74.0,1.18,3.73,10.59,7,3100
Toyota,2024,2,China,RAV4,SUV,Hybrid,23185,69970,23.0,1.0,5.63,3.72,3,1183
Audi,2023,12,USA,A3,Sedan,Petrol,109005,366349,46.0,0.91,2.21,4.52,6,220
Toyota,2018,4,USA,bZ4X,Electric,Electric,30628,499506,97.0,0.95,2.28,4.45,1,2262
Teslla,2020,6,France,Model 3 LR,Electric,Electric,54687,86933,20.0,,1.38,3.29,9,2099
Ford,2021,5,Spain,Ranger,SUV,Hybrid,70837,476160,22.0,1.75,1.25,3.67,9,2148
Audi,2015,10,Japan,Q5,SUV,Diesel,51815,336105,49.0,1.58,1.41,-0.16,9,245
Audi,2015,4,India,A3,Sedan,Hybrid,69399,246952,16.0,1.06,6.61,6.78,5,458
Tesla,2018,4,Germany,Model S Plaid,Electric,Electric,104944,181638,6.0,1.85,,3.3,3,1313
Porsche,2016,4,Brazil,Taycan,Electric,Electric,164826,90893,7.0,1.2,3.19,10.24,5,22
Audi,2016,8,China,Q5,SUV,Hybrid,101820,226215,37.0,,6.47,3.77,3,596
Ford,2024,6,Netherlands,Ranger,S U V,Hybrid,80792,313104,34.0,1.97,1.79,3.28,4,1386
Mercedes-Benz,2020,9,India,  GLE  ,SUV,Hybrid,123127,269154,8.0,1.11,7.33,6.51,2,44
Ford,2016,7,Canada,F-150,S U V,Petrol,28908,780320,24.0,1.37,2.51,3.85,8,2143
Audi,2015,3,Germany,A4,Sedan,Petrol,48965,176901,54.0,1.97,2.09,2.76,3,911
BMW,2021,6,France,5 Series,SUV,Hybrid,96247,292330,46.0,1.7944563608325963,1.3119940546986582,3.594412089302077,8,136
Audi,2018,9,Australia,A3,Sedan,Petrol,114660,349797,,1.64,2.85,4.17,3,927
Bmw,2016,9,Japan,7 Series,Sedan,Hybrid,116418,355063,358.0,1.5607344153798228,1.3334037565104233,0.3228763541126306,10,743
Volkswagen,2023,7,Germany,Passat,Sedan,Petrol,76842,509029,33.0,1.95,1.6,2.97,1,2686
Porsche,2017,6,Mexico,Panamera Sport,Sedan,Electric,71238,385866,15.0,1.09,2.07,10.86,8,
Porsche,2020,6,China,718,Sedan,Electric,139539,244493,,1.16,6.27,3.21,8,121
BMW,2024,5,Japan,iX,Electric,Diesel,35178,196800,238.0,1.5100453084312524,1.1835456467199248,0.2835955298650948,10,805
Audi,2017,9,USA,TT,Sedan,Electric,99619,210817,25.0,0.95,2.89,4.75,10,304
Tesla,2024,2,Australia,Model S,Electric,Electric,124454,86212,16.0,1.56,2.74,4.08,4,974
Mercedes-Benz,2023,1,Canada,S-Class,Sedan,Petrol,93706,89435,55.0,1.23,2.23,4.04,2,675
Toyota,2017,6,Germany,C-HR,,Petrol,58562,85835,63.0,1.86,1.62,3.26,2,90
Toyota,2024,10,China,Supra,Sedan,Electric,81134,300218,72.0,1.11,6.21,3.78,7,309
Ford,2017,7,India,Edge,SUV,Electric,41175,458676,73.0,0.95,7.3,6.62,1,3051
Tesla,2015,1,Mexico,Model X,Electric,Electric,110497,73695,33.0,1.02,2.12,11.23,2,331
Audi,2016,8,UK,A4,Sedan,Petrol,36371,495126,15.0,1.92,1.58,5.03,5,820
Audi,2021,11,Netherlands,Q5,SUV,Hybrid,105836,506283,36.0,2.07,2.34,3.6,4,923
Toyota,2017,2,Spain,Highlander,SUV,Petrol,87305,141971,92.0,1.78,1.18,3.34,10,1313
Volkswagen,2021,7,Japan,Polo,Sedan,Hybrid,21662,258434,80.0,1.51,1.23,0.21,1,1433
Ford,2023,1,Australia,Mustang Mach-E,Electric,Electric,87918,294765,28.0,1.68,3.46,4.4,4,1317
BMW,2023,10,Germany,i4,Electric,Petrol,54572,494854,38.0,1.979712120934968,2.1470608269839,2.714156978787317,5,253
BMW,2021,60,India,X7,Sedan,Electric,119719,157051,,1.095921235667613,6.810982321715662,6.395109993216048,5,782
Ford,2024,2,USA,Bronco,SUV,Petrol,63280,206287,30.0,0.96,2.01,4.29,8,2884
Audi,2020,4,Brazil,A3,Sedan,Electric,40430,226778,33.0,1.18,3.22,10.68,10,976
Audi,2024,1,Mexico,Q5,SUV,Diesel,89511,484471,23.0,1.19,2.47,10.71,9,69
Tesla,2017,2,Germany,Model S,Electric,Electric,119283,188473,32.0,1.89,1.71,2.89,6,947
Tesla,2015,2,China,Model S,Electric,Electric,123887,163420,11.0,1.12,6.13,3.49,7,2339
BMW,2024,8,Australia,3 Series,SUV,Diesel,57813,85362,181.0,1.5964082116224163,3.471532690901051,4.14880820426183,1,514
Toyota,2020,12,Netherlands,Supra,Sedan,Hybrid,26453,315158,42.0,2.03,2.49,3.29,3,590
Tesla,2020,4,France,Model 3,Electric,Electric,85144,254560,21.0,1.82,1.35,3.54,8,334
BMW,2020,1,France,X5,Sedan,Diesel,94213,249488,74.0,1.7410279280964014,1.309905593095586,3.738832573664428,10,197
BMW,2020,12,USA,3 Series,SUV,Diesel,114335,219957,108.0,0.8824546211763771,2.650973467150954,4.527259121644144,2,461
Tesla,2021,11,US,Model X,Electric,Electric,116301,297609,14.0,0.9,2.14,4.66,3,349
Volkswagen,2018,2,Japan,ID.3,Electric,Diesel,30196,538612,21.0,1.47,1.13,0.09,10,989
Audi,2021,10,Brazil,A3,Sedan,Hybrid,88457,199704,21.0,1.17,3.35,10.33,7,823
Porsche,2016,3,Canada,Taycan,Electric,Hybrid,190335,339427,6.0,1.38,2.51,4.23,2,375
Audi,2023,7,Spain,A3,Sedan,Petrol,49271,245173,33.0,1.8,1.27,3.69,5,742
Toyota,2023,10,Brazil,C-HR,SUV,Electric,39922,156429,58.0,1.26,3.83,10.47,8,1720
BMW,2015,6,UK,X1,SUV,petrol,87975,160489,356.0,1.85853921663165,1.3567533266935894,4.8685607058124285,1,751
Audi,2019,4,Germany,Q7,SUV,Electric,84841,202488,13.0,1.8,1.53,2.75,5,746
BMW,2019,7,China,iX,Sedan,,106376,149468,375.0,1.1700696002239792,5.916504431903879,3.693307932089854,10,749
Ford,2016,8,China,Explorer,SUV,Electric,27076,419551,72.0,1.03,5.62,3.59,8,2774
BMW,2019,9,USA,5 Series,SUV,Diesel,61619,322168,175.0,0.939038441698842,2.674130295536063,4.3559429875457,4,606
Ford,2017,10,Mexico,Escape,SUV,Petrol,,251849,40.0,1.2,2.38,11.07,8,2586
Mercedes-Benz,2016,1,Australia,EQE,Electric,Petrol,76775,159058,56.0,1.58,2.97,4.0,7,1149
Porsche,2016,7,India,Panamera Sport,Sedan,Petrol,91087,398616,23.0,1.01,6.57,6.62,3,128
Tesla,2015,6,Australia,Model X,Electric,Electric,50312,157111,3.0,1.65,3.12,4.45,10,823
Volkswagen,2018,9,Germany,Arteon,Sedan,Diesel,69700,474260,79.0,1.94,1.67,3.28,7,2457
Mercedes-Benz,2022,8,Spain,E-Class,Sedan,Diesel,51625,138851,61.0,1.81,1.69,3.58,10,1194
Toyota,2023,8,China,Corolla,Sedan,Petrol,59776,515578,39.0,1.14,6.32,3.26,10,1828
Ford,2024,8,Spain,Mustang,Sedaan,Electric,84744,701248,113.0,1.68,1.7,3.52,8,795
Volkswagen,2021,1,USA,T-Roc,SUV,Hybrid,69048,510024,31.0,0.97,2.56,4.45,10,788
Ford,2017,2,Brazil,Edge,SUV,Hybrid,26611,180552,33.0,1.18,3.82,10.41,4,1886
BMW,2017,2,France,5 Series,Electric,Diesel,49506,71341,295.0,1.7352773973012448,1.5524395161326936,3.28451421222788,5,674
Tesla,2015,12,UK,Model S Plaid,Electric,Electric,98433,,35.0,,1.72,5.28,3,1884
Mercedes-Benz,2023,5,Spain,EQS,Electric,Petrol,110859,135344,51.0,1.82,1.21,3.35,10,821
Mercedes-Benz,2024,10,UK,GLE,SUV,Hybrid,64122,381867,64.0,1.76,1.92,4.91,2,577
Audi,2022,9,Mexico,TT,Sedan,Petrol,59964,427833,19.0,1.15,2.25,10.85,6,920
BMW,2024,5,France,X1,Electric,Diesel,90192,260047,287.0,,1.5598004237693202,3.234898277303285,9,784
Mercedes-Benz,2021,3,Australia,S-Class,Sedan,Hybrid,106610,117130,35.0,1.69,3.44,4.26,9,1062
Tesla,2015,8,Brazil,Cybertruck,Electric,Electric,97867,,15.0,1.23,3.28,10.44,5,441
Volkswagen,2019,7,Australia,Taos,SUV,Electric,50005,256046,64.0,1.5,3.12,4.41,1,152
Tesla,2017,9,Netherlands,Semi,Electric,Electric,69269,171510,2.0,1.92,1.7,3.37,9,2288
Porsche,2022,11,India,Panamera,Sedan,Hybrid,117981,348144,10.0,1.13,6.99,6.57,7,243
Audi,2024,8,Spain,Q8,SUV,Hybrid,36331,519915,14.0,1.65,1.27,3.49,7,252
Tesla,2022,7,Germany,Model Y LR,Electric,Electric,82966,284374,12.0,1.94,2.2,2.79,6,538
Mercedes-Benz,2023,2,,C-Class,Sedan,Electric,58634,170879,33.0,1.59,,0.19,7,363
Porsche,2021,4,France,Panamera,Sedan,Hybrid,147525,355271,15.0,1.77,1.15,3.74,4,324
Porsche,2017,12,USA,911,Sedan,Hybrid,77795,370793,7.0,1.04,2.35,4.37,8,163
Toyota,2021,7,Netherlands,Land Cruiser,SUV,Hybrid,72867,158377,31.0,1.93,1.91,3.39,3,1214
Volkswagen,2018,5,China,Tiguan,SUV,Hybrid,70264,420689,88.0,1.02,5.7,3.47,6,2316
Ford,2019,9,India,Bronco,SUV,Petrol,38271,669409,111.0,1.14,7.46,6.32,6,1742
Ford,2022,1,Brazil,Explorer,SUV,Petrol,91812,565854,100.0,1.25,3.78,10.58,7,2900
Toyota,2032,1,Italy,C-HR,S U V,Hybrid,,223171,92.0,1.83,,3.38,9,1381
Mercedes-Benz,2017,1,USA,GLS,SUV,Petrol,79170,596637,48.0,1.03,2.83,4.74,10,1239
Tesla,2016,10,India,Model Y,Electric,Electric,88712,58281,11.0,1.01,6.91,6.55,8,360
Mercedes-Benz,2019,1,India,GLS,SUV,Diesel,127544,133148,18.0,0.96,7.43,6.45,9,1131
Audi,2020,1,China,Q5,SUV,Electric,51079,,16.0,1.14,5.93,3.27,2,817
Ford,2016,1,Canada,Edge,SUV,Petrol,50745,555540,63.0,1.31,2.65,3.84,10,681
Tesla,2019,1,USA,Model Y LR,Electric,Electric,68981,110629,17.0,1.06,2.57,4.25,6,964
Mercedes-Benz,2023,12,Frnce,GLC,SUV,Electric,42723,447590,45.0,1.77,1.14,3.21,5,1083
BMW,2015,11,UK,3 Series,Sedan,Diesel,115863,99156,190.0,1.909983217074638,1.019710537754364,4.762465149190744,6,473
Mercedes-Benz,2018,9,UK,GLC,SUV,Diesel,36110,390648,47.0,1.79,1.76,4.84,9,553
BMW,2020,6,Canada,X7,Electric,Electric,87335,200823,195.0,1.34747141547756,1.8500486646939844,3.894805556134036,5,451
Volkswagen,2018,11,Australia,Polo,Sedan,Diesel,48250,124119,30.0,1.55,2.94,4.34,10,225
Audi,2020,12,Mexico,Q7,SUV,Electric,53528,419051,33.0,1.12,,11.24,7,387
Audi,2016,6,Brazil,Q5,SUV,Diesel,77735,126604,,1.1,3.2,10.66,3,1121
Mercedes-Benz,2015,6,Mexico,S-Class,Sedan,Hybrid,96655,388729,29.0,1.05,1.91,11.21,9,626
Toyota,2021,6,Spain,Highlander,SUV,Petrol,36967,444824,41.0,1.69,1.01,3.45,1,961
Mercedes-Benz,2019,12,Australia,CLA,Sedan,Petrol,67571,463731,38.0,1.62,3.46,4.43,7,1065
Toyota,2022,4,Germany,bZ4X,Electric,Hybrid,49187,648733,72.0,1.85,1.48,2.84,3,780
Toyota,2021,12,Canada,Camry,Sedan,Electric,47079,491163,19.0,1.31,1.84,3.73,8,442
Ford,2021,4,UK,Explorer,SUV,Petrol,83138,411467,52.0,1.83,1.01,5.08,4,2755
Audi,2017,5,Netherlands,Q7,SUV,Petrol,108264,356495,47.0,,2.07,3.72,10,471
Ford,2015,9,UK,Expedition,SUV,Hybrid,,773007,70.0,1.81,1.83,5.2,6,1851
Toyota,2018,1,India,Land Cruiser,SUV,Petrol,21758,355928,76.0,1.09,6.57,6.46,2,1565
Porsche,2023,4,Netherlands,911,Sedan,petrol,70984,241891,17.0,2.08,2.58,3.53,3,171
Tesla,2022,12,UK,Model S,Electric,Electric,100937,129963,26.0,1.76,1.43,4.83,5,666
Audi,2023,12,Spain,  A4  ,Sedan,Diesel,64809,541665,17.0,1.75,1.1,3.27,5,462
Ford,2023,11,Germany,  F-150 Lightning  ,Electric,Petrol,38134,504964,101.0,1.91,1.88,2.79,9,730
BMW,2015,10,USA,7 Series,Sedan,Diesel,71561,253179,115.0,0.946124658695316,2.116366397885476,4.6904698250947146,6,284
Volkswagen,2023,12,France,Touareg,SUV,Hybrid,66322,566320,52.0,1.75,1.37,3.78,2,1910
Porsche,2022,4,USA,GTS,Sedan,Hybrid,190678,107074,25.0,0.9,2.77,4.29,10,246
Ford,2021,10,UK,Mustang Mach-E,Electric,Hybrd,47443,401688,58.0,1.86,1.77,5.21,7,175
Tesla,2024,1,Canada,Model X,Electric,Electric,49460,117170,15.0,1.4,1.8,3.93,5,332
Audi,2018,12,Canada,RS6,Sedan,Electric,51532,330971,55.0,1.25,2.1,3.87,1,1057
Toyota,2017,8,Netherlands,C-HR,SUV,Hybrid,34378,310090,23.0,1.94,1.91,3.49,1,1630
Toyota,2017,12,Germany,bZ4X,Electric,Petrol,53370,282979,46.0,,1.31,3.1,3,2355
Ford,2024,6,Spain,Escape,SUV,Electric,54354,347768,94.0,1.77,1.23,3.62,2,811
Tesla,2022,5,Mexico,Model X Plaid,Electric,Electric,58419,83245,,1.18,1.96,10.9,7,1912
Mercedes-Benz,2015,6,France,GLC,SUV,Hybrid,94759,179468,45.0,1.79,1.57,3.57,9,1008
Audi,2015,2,Mexico,A3,Sedan,Hybrid,32143,103344,9.0,1.19,1.7,11.24,6,851
Bmw,2020,9,Germany,i4,Electric,Petrol,98723,485686,38.0,1.9982337252273952,1.913411389210708,2.8002203676552453,4,206
Porshe,2022,3,Netherlands,Macan EV,Electric,Electric,116132,198509,22.0,2.02,2.2,3.27,10,306
Mercedes-Benz,2019,2,Mexico,S-Class,Sedan,Diesel,107934,151170,54.0,1.05,2.1,10.9,8,1004
Porsche,2020,3,Italy,GTS,Sedan,Petrol,72687,269639,26.0,1.82,1.13,3.69,9,227
Volkswagen,2018,2,Mexico,Golf,Sedan,Diesel,59359,437497,42.0,1.02,1.92,10.84,3,2695
Porsche,2015,3,Spain,Panamera Sport,Sedan,Hybrid,104096,104845,3.0,1.77,1.05,3.73,2,91
Porsche,2017,5,USA,718,Sedan,hybrid,137908,237670,25.0,1.01,2.88,4.44,6,159
Mercedes-Benz,2024,8,Germany,EQS,Electric,Petrol,97830,459680,31.0,1.91,2.04,2.97,4,1220
Audi,2015,12,UK,A6,Sedan,Diesel,#N/A,162078,31.0,,1.95,5.11,4,1159
Audi,2023,7,Italy,A4,Sedan,Hybrid,94065,251739,15.0,1.78,1.42,3.58,8,
Volkswagen,2021,9,ITALY,Taos,SUV,Electric,38789,328405,23.0,1.76,0.51,3.75,2,468
Toyota,2024,10,Mexico,C-HR,SUV,Electric,31827,411525,76.0,1.01,2.1,11.14,8,1917
Mercedes-Benz,2023,9,China,GLE,SUV,Petrole,120047,124465,24.0,1.09,6.1,3.44,9,1064
Porsche,2015,11,UK,718,Sedan,Electric,75549,328498,23.0,1.91,1.33,4.83,6,157
Mercedes-Benz,2024,1,Australia,E-Class,Sedan,Diesal,125828,92635,31.0,1.69,2.99,4.45,7,258
Toyota,2018,8,BRAZIL,RAV4,SUV,Electric,21196,283629,54.0,1.22,3.17,10.51,9,673
PORSCHE,2017,1,Netherlands,Cayenne Coupe,SUV,Electric,63835,392466,28.0,1.96,1.65,3.57,9,214
Porsche,2023,2,UK,Panamera,Sedan,Electric,68714,275879,17.0,1.86,1.22,5.26,2,38
Volkswagen,2020,3,France,Tiguan,SUV,,31071,274562,23.0,1.89,1.43,3.66,5,2471
Mercedes-Benz,2024,4,Japan,CLA,Sedan,Hybrid,93747,421288,12.0,1.45,0.83,0.26,8,1230
Ford,2018,5,Brasil,Mustang Mach-E,Electric,Petrol,81274,564296,61.0,1.24,3.18,10.27,1,2120
Audi,2018,9,China,A4,Sedan,Diesel,46818,241192,29.0,1.15,5.68,3.75,3,513
BMW,2022,3,,X1,SUV,Diesel,104322,252630,197.0,1.932882389184992,1.6650366745462557,4.80522276717407,9,609
Porsche,2021,5,UK,GTS,Sedan,Petrol,118637,107762,18.0,1.76,1.21,5.17,6,9
Ford,2017,9,India,F-150,SUV,Petrol,82137,432095,31.0,1.07,,6.28,3,1688
Audi,2022,7,Canada,Q7,SUV,Electric,33090,230458,44.0,1.2,2.27,3.96,7,110
Tesla,2015,12,Spain,Model Y,Electric,Electric,64473,195547,13.0,1.7,1.18,3.75,4,1143
Tesla,2023,12,USA,Model S Plaid,Electric,Electric,101460,81538,18.0,1.01,2.63,4.77,7,2410
Toyota,2021,9,Netherlands,Supra,Sedan,Hybrid,45740,634802,83.0,2.09,2.25,3.25,1,1931
BMW,2021,12,UK,X3,Electric,Electric,61532,405113,66.0,1.8702148333600463,1.582198746594114,4.922703454062576,6,201
Audi,2022,12,China,Q7,SUV,Hybrid,90085,529484,36.0,1.15,6.35,3.6,8,770
Mercedes-Benz,2016,8,Germany,GLS,SUV,Diesel,106474,455120,47.0,1.84,1.51,3.11,6,276
Audo,2022,2,Germany,Q8,SUV,Petrol,77912,217705,,1.82,1.3,2.94,6,569
BMW,2023,8,Australia,i4,SUV,Diesel,111441,279167,156.0,1.5579502905827538,2.7287981654916225,3.996187945897276,6,705
BMW,2022,8,France,iX,SUV,Hybrid,39823,375188,253.0,1.745076253601353,1.1756050406167509,3.4194084489568226,4,794
Tesla,2017,5,USA,Model 3 LR,Electric,Electric,42828,141998,30.0,0.94,2.59,4.63,5,2232
Tesla,2017,1,Spain,Semi,Electric,Electric,62748,191937,24.0,1.68,1.21,3.42,4,725
Toyota,2021,4,Spain,Corolla,Sedan,Electric,,518960,62.0,1.73,1.11,3.33,1,479
Tesla,2023,6,Spain,Model Y LR,Electric,Electric,48808,167081,15.0,1.77,0.83,3.54,8,505
Porsche,2023,7,Australia,911,Sedan,Petrol,69134,92642,5.0,1.64,3.04,4.52,4,292
Toyota,2019,7,China,Supra,Sedan,Hybrd,72436,215896,,1.17,6.32,3.63,1,841
BMW,2018,7,Canada,i4,Electric,Electric,35786,266398,246.0,1.274188201631553,2.5167794665056364,3.808968380653962,9,575
Volkswagen,2016,3,Brazil,T-Roc,SUV,Diesel,57318,232741,38.0,1.25,3.59,10.59,5,331
BMW,2017,1,China,i4,Sedan,Hybrid,92204,139326,335.0,1.1394418763819274,6.432924862569672,3.696503791923933,4,698
Volkswagen,2023,8,Brazil,ID.3,Electric,Hybrid,51078,537559,50.0,1.29,3.37,10.44,8,1580
Bmw,2018,12,Australia,X3,,Petrol,98752,486670,343.0,1.5873228379537534,3.450459170575296,4.2989733757935165,1,1116
Mercedes-Benz,2015,7,,GLC,SUV,Petrol,108351,423646,41.0,1.8,0.58,3.4,6,1162
Volkswagen,2019,12,Spain,Passat,Sedan,Diesel,24544,332632,15.0,1.71,1.49,3.45,4,970
Mercedes-Benz,2016,3,Mexico,  GLC  ,SUV,,123637,86170,17.0,1.08,2.12,10.72,2,744
Toyota,2024,10,Mexico,RAV4,SUV,Electric,87012,65212,93.0,1.19,2.41,10.73,2,584
Tesla,2015,2,USA,Model X,Electric,Electric,94849,33186,3.0,1.0,2.43,4.37,8,783
Tesla,2023,7,France,Model S Plaid,Electric,Electric,92541,119825,30.0,1.75,1.78,3.51,10,1087
Mercedes-Benz,2024,7,USA,GLE,SUV,Electric,128774,"$181,586",44.0,1.02,2.92,4.29,4,800
Frod,2017,8,Mexico,F-150,SUV,Petrol,31325,408559,67.0,1.06,1.57,11.2,4,167
Tesla,2016,3,UK,Model Y,Electric,Electric,92864,220395,4.0,1.85,1.31,5.18,3,1922
Ford,2019,9,UK,Explorer,SUV,Electric,,243668,65.0,1.83,1.68,4.87,4,3896
Volkswagen,2016,1,Germany,Golf,Sedan,Hybrid,21209,208974,54.0,1.85,1.89,2.72,2,2262
Volkswagen,2020,9,Spain,Touareg,SUV,Hybrid,33566,443692,63.0,1.76,0.83,3.21,8,1202
BMW,2019,5,China,X3,Electric,Petrol,119269,251893,292.0,1.1957050936778282,5.845341952244888,3.401366272561906,6,910
Audi,2021,2,Brazil,Q3,SUV,Electric,,420586,18.0,1.28,3.48,10.72,4,37
Volkswagen,2024,7,USA,Passat,Sedan,petrol,35611,102944,82.0,1.05,2.61,4.74,3,1659
Tesla,2021,5,UK,Cybertruck,Electric,Electric,49604,225533,32.0,1.81,1.15,5.17,5,1373
Mercedes-Benz,2020,12,China,EQE,Electric,Diesel,66267,134652,31.0,1.08,5.9,3.61,2,655
Mercedes-Benz,2022,5,UK,CLA,sedan,Electric,62369,347534,38.0,1.87,1.17,4.93,7,788
Toyota,2019,11,Germany,Supra,Sedan,Petrol,73779,306845,54.0,1.89,2.29,3.12,7,1102
Mercedes-Benz,2023,6,UK,S-Class,Sedan,Electric,50857,117051,53.0,1.89,1.62,5.17,9,760
Mercedes-Benz,2022,8,Japan,EQE,Electric,Petrol,123541,256091,55.0,1.55,1.14,0.18,5,555
Tesla,2022,2,UK,Model S Plaid,Electric,Electric,,217941,15.0,1.75,1.76,5.17,5,902
Audi,2020,11,Japan,A4,Sedan,Electrc,37328,321271,42.0,1.48,1.42,0.29,2,272
Audi,2020,1,Australia,Q5,SUV,Diesel,104368,536450,45.0,1.64,2.87,4.06,3,737
Mercedes-Benz,2017,11,Netherlands,S-Class,Sedan,ELECTRIC,127670,238855,12.0,2.02,2.51,3.67,10,750
BMW,2015,2,Brazil,3 Series,Sedan,Hybrid,50630,101024,191.0,1.1223024424642551,3.367785987756153,10.23485517124821,8,780
Volkswagen,2023,7,India,Arteon,Sedan,Petrol,50894,227844,8.0,1.14,7.27,6.25,1,152
Toyota,2016,10,Japan,Yaris,Sedan,Electric,44036,607247,94.0,1.59,,-0.05,5,699
Volkswagen,2017,1,China,ID.3,,Diesel,41084,329903,29.0,1.18,6.12,3.25,3,1791
Toyota,2016,8,China,Land Cruiser,SUV,Hybrid,77335,151630,45.0,1.1,5.71,3.72,1,2476
B M W,2022,12,USA,5 Series,Electric,Hybrid,40594,259755,25.0,0.9902230023486416,2.0580836121682,4.719705687464961,7,152
Mercedes-Benz,2016,12,China,EQE,Electric,Diesel,55006,489455,42.0,,5.85,3.49,8,772
BMW,2020,2,Germany,i7,Electric,Electric,43997,286774,146.0,1.8132019688280483,1.7075430310324309,2.9442638934753766,9,389
Audi,2022,8,Australia,TT,Sedan,,59676,273551,32.0,1.53,2.99,4.13,6,549
Audi,2020,1,Mexico,Q8,SUV,Petrol,87463,409857,35.0,1.19,1.52,11.14,2,1151
Volkswagen,2016,11,Mexico,Passat,Sedan,Petrol,38540,225101,41.0,1.18,1.62,10.71,3,
Mercedes-Benz,2020,11,Germany,GLE,SUV,Hybrid,80368,72187,46.0,1.83,1.86,2.88,9,396
Mercedes-Benz,2015,3,India,EQS,Electric,Electric,69699,464851,10.0,0.99,7.49,6.66,5,629
Porsche,2023,4,Japan,718,Sedan,Electric,67132,81586,24.0,1.57,1.61,-0.07,2,154
Mercedes-Benz,2024,10,,CLA,Sedan,Diesel,129865,187119,48.0,1.84,1.01,4.71,9,503
Telsla,2022,5,China,Cybertruck,Electric,Electric,88892,199034,6.0,1.17,5.59,3.56,5,1196
Ford,2020,8,Canada,Edge,SUV,Hybrid,47196,516427,31.0,1.23,2.15,3.89,6,1100
Tesla,2024,6,China,Model X Plaid,Electric,Electric,52066,88986,24.0,1.02,5.77,3.72,8,1889
Audi,2018,9,Spain,A3,Sedan,Petrol,111213,159429,31.0,1.7,1.05,3.56,1,822
BMW,2022,3,China,X5,Sedan,Electric,111981,86160,270.0,1.0610621353393463,6.194150573509831,3.507592851887032,5,573
Volkswagen,2023,5,Australia,T-Roc,SUV,Petrol,36134,484562,37.0,1.58,2.79,4.02,4,1147
BMW,2016,2,India,X7,SUV,Petrol,95739,307831,30.0,1.076461166118716,7.228216348611859,6.420669879631552,7,184
